OBJECTID,ID,Camera ID,Camera Type,Location,Source,Source_URL,Display_Type,View_Direction,Webcam_URL,PopUp_URL,Consolidated_URL,NearBy_Place,County,State,Elevation_Ft,Longitude,Latitude,GlobalID,Thumbnail URL,View Degrees,Tilt,Zoom,Field of View,Shape__Area,Shape__Length,Shape__Area_2,Shape__Length_2,CreationDate,Creator,EditDate,Editor
103,,Axis-Lyons2,Fire,Lyons_Peak_2,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/2094,,https://ops.alertcalifornia.org/,,SanDiego,,0,-116.764572,32.701534,3f665caf-bc97-4814-a5ed-cbcc44ff76a5,https://ops.alertcalifornia.org/cam-console/2094,269.63,0,1,61.54,,,3641059743.82422,277265.336541268,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
104,,Axis-BryantCanyon1,Fire,Bryant_Canyon_1,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/2747,,https://ops.alertcalifornia.org/,,Monterey,,0,-121.299585,36.459475,dcd2dec3-2237-47ce-9867-148455892013,https://ops.alertcalifornia.org/cam-console/2747,141.13,0,59,52.22,,,3407963438,270603.24384044,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
105,,Axis-MtAdelaideNorth,Fire,Mt_Adelaide_North,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/2146,,https://ops.alertcalifornia.org/,,Kern,,0,-118.741302,35.438,519c879c-48fd-41b5-9096-f596b73ec648,https://ops.alertcalifornia.org/cam-console/2146,289.66,0,1,62.81,,,3816430695.95703,285032.338982113,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
106,,Axis-NorthFork2,Fire,North_Fork_2,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/9207,,https://ops.alertcalifornia.org/,,Madera,,0,-119.51378,37.228337,58a3cf2a-d7f3-4ea8-95b6-10f1ea00268c,https://ops.alertcalifornia.org/cam-console/9207,314.7,0,1,61.54,,,3867931590.10547,286462.4846701,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
107,,Axis-SutterButtes,Fire,Sutter_Buttes,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/1738,,https://ops.alertcalifornia.org/,,Sutter,,0,-121.820503,39.205502,9666c329-23d8-470a-b57e-a7ab62ed0685,https://ops.alertcalifornia.org/cam-console/1738,49.25,0,4,62.34,,,4005213407.0625,292440.794296533,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
108,,Axis-TelegraphHill2,Fire,Telegraph_Hill_2,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/2445,,https://ops.alertcalifornia.org/,,Tuolumne,,0,-120.351799,38.0308,8a20f0d5-20f3-49d8-a180-a32798fbca4e,https://ops.alertcalifornia.org/cam-console/2445,179.55,0,1,61.54,,,3873058018.01172,285891.860547755,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
109,,Axis-ObsTehachapi1,Fire,Tehachapi_Obsv_1,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/2441,,https://ops.alertcalifornia.org/,,Kern,,0,-118.461143,35.045982,ed75cde2-6b47-4e6e-8e63-16b48d756a7d,https://ops.alertcalifornia.org/cam-console/2441,-0.53,0,1,62.81,,,3801676850.17578,282241.241584297,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
110,,Axis-SunsetHill1,Fire,Sunset_Hill_1,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/1736,,https://ops.alertcalifornia.org/,,Butte,,0,-121.300308,39.523724,7cef11d7-4f8c-4f81-8208-06ee3a09d991,https://ops.alertcalifornia.org/cam-console/1736,216.09,0,3,61.16,,,3936357264.27344,289373.012705362,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
111,,Axis-MtHarrison,Fire,Mt_Harrison,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/12167,,https://ops.alertcalifornia.org/,,Cassia,,0,-113.655701,42.326168,b88b7f32-66e9-43fc-b5fc-b5423423baef,https://ops.alertcalifornia.org/cam-console/12167,334.55,0,1,62.81,,,4217639835.73047,300419.444604303,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
112,,Axis-ParadiseCraggy1,Fire,Paradise_Craggy_1,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/11085,,https://ops.alertcalifornia.org/,,Siskiyou,,0,-122.546723,41.81476,9bfab9c1-9b36-4bea-ba7f-f4004abb446f,https://ops.alertcalifornia.org/cam-console/11085,330.34,0,2,61.35,,,4127955028.80078,297548.925715723,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
113,,Axis-UpperBellSouth,Fire,Bell_Canyon_South,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/1822,,https://ops.alertcalifornia.org/,,Orange,,0,-117.548645,33.612446,c6f8c877-f6bd-4b19-a355-7b2bc1811ac4,https://ops.alertcalifornia.org/cam-console/1822,59.88,0,1,62.81,,,3736740672.08594,281179.9309946,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
114,,Axis-Ponderosa,Fire,Ponderosa,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/2268,,https://ops.alertcalifornia.org/,,Tuolumne,,0,-120.183594,37.824326,63f4935d-be69-411a-8d5c-8430bd4b6a70,https://ops.alertcalifornia.org/cam-console/2268,97.18,0,1,61.54,,,3874213766.69141,287559.113485257,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
115,,Axis-GrizzlyPeakShasta2,Fire,Grizzly_Peak_Lookout_2,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/2665,,https://ops.alertcalifornia.org/,,Shasta,,0,-121.978699,41.144399,c3f6c600-aaad-4e86-b796-c972816286a1,https://ops.alertcalifornia.org/cam-console/2665,382.63,0,1,61.54,,,4091279279.29688,295629.025270203,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
116,,Axis-KyleCanyon,Fire,Kyle_Canyon,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/12206,,https://ops.alertcalifornia.org/,,Clark,,0,-115.563652,36.270847,c93fac9b-9f46-4e49-9321-ee2833cfe6d3,https://ops.alertcalifornia.org/cam-console/12206,261.64,0,299,32.1,,,2294031967.04297,228069.277817456,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
117,,Axis-LimeSaddle,Fire,Lime_Saddle,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/1775,,https://ops.alertcalifornia.org/,,Butte,,0,-121.561897,39.687099,33b167a2-7036-4463-b99e-2325e065ee4d,https://ops.alertcalifornia.org/cam-console/1775,41.79,0,1,61.54,,,4004132455.06641,292316.037946914,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
118,,Axis-Sites1,Fire,Sites_1,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/1725,,https://ops.alertcalifornia.org/,,Colusa,,0,-122.33474,39.287891,94c58891-c4a5-4ebd-b69a-7cdda98d6e2c,https://ops.alertcalifornia.org/cam-console/1725,289.33,0,1,61.54,,,3972309272.21094,291666.686600372,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
119,,Axis-Watsonville1,Fire,Watsonville_1,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/4713,,https://ops.alertcalifornia.org/,,SantaCruz,,0,-121.755682,36.908399,ba961764-0661-4b23-a848-4bf8f4cc4b53,https://ops.alertcalifornia.org/cam-console/4713,56.83,0,1,61.54,,,3849465898.96875,285911.217174286,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
120,,Axis-SanAntonio,Fire,San_Antonio,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/2343,,https://ops.alertcalifornia.org/,,SantaBarbara,,0,-120.498901,34.841499,bb1d589c-9d74-486e-9e4a-ae430092c754,https://ops.alertcalifornia.org/cam-console/2343,359.04,0,1,62.81,,,3792097504.83203,281847.673097724,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
121,,Axis-UpperMyersGrade2,Fire,Upper_Meyers_Grade_2,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/2473,,https://ops.alertcalifornia.org/,,Sonoma,,0,-123.202797,38.525173,e95839bf-51b4-47c0-8e7a-1fd2fe24034c,https://ops.alertcalifornia.org/cam-console/2473,299.57,0,1,61.54,,,3934277078.69922,289706.740178847,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
122,,Axis-Hermitage1,Fire,Ladera_Ridge_1,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/2060,,https://ops.alertcalifornia.org/,,Ventura,,0,-119.219376,34.475616,9f765b7d-0034-41a0-96e9-2704ce94bfc4,https://ops.alertcalifornia.org/cam-console/2060,275.56,0,1,62.81,,,3763970075.4375,283013.491630274,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
123,,Axis-GoldenGate,Fire,Golden_Gate,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/1988,,https://ops.alertcalifornia.org/,,Calaveras,,0,-120.747299,38.2486,7919c06f-5c38-4cf4-abde-de97a7024da7,https://ops.alertcalifornia.org/cam-console/1988,213.97,0,38,57.47,,,3722178890.46094,281764.475434081,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
124,,Axis-HallsRidge1,Fire,Halls_Ridge_1,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/2686,,https://ops.alertcalifornia.org/,,Monterey,,0,-121.825806,36.457556,726dcbb2-58df-4aca-b21f-bc8d81880bc0,https://ops.alertcalifornia.org/cam-console/2686,237.67,0,1,61.54,,,3793147796.64844,283477.620190555,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
125,,Axis-TwoHarbors1,Fire,Two_Harbors_Catalina_1,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/2468,,https://ops.alertcalifornia.org/,,LosAngeles,,0,-118.486115,33.441299,6179dfcc-c901-4d1d-bf86-300b45479dcf,https://ops.alertcalifornia.org/cam-console/2468,280.27,0,1,62.81,,,3720927030.27344,281028.686252848,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
126,,Axis-Fairview,Fire,Fairview_Peak,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/12195,,https://ops.alertcalifornia.org/,,Churchill,,0,-118.152611,39.225079,aca055e1-0ae1-4226-8a2f-d65b566c96f1,https://ops.alertcalifornia.org/cam-console/12195,90.38,0,1,62.81,,,4001660371.52734,293767.685084659,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
127,,Axis-LakeWohlford2,Fire,Lake_Wohlford_2,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/2655,,https://ops.alertcalifornia.org/,,SanDiego,,0,-117.00441,33.17469,8214ee7b-1873-4935-880f-53e189981cc1,https://ops.alertcalifornia.org/cam-console/2655,72.08,0,1,61.54,,,3670056066.96875,278388.876763249,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
128,,Axis-TemescalTrailhead1,Fire,Temescal_Trailhead_1,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/2446,,https://ops.alertcalifornia.org/,,LosAngeles,,0,-118.54657,34.077404,6524b700-d328-41ed-b895-06c4b9c0e8d0,https://ops.alertcalifornia.org/cam-console/2446,208.42,0,1,61.54,,,3683326461.23047,278190.455103809,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
129,,Axis-MeadowBrook2,Fire,Meadowbrook_2,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/2112,,https://ops.alertcalifornia.org/,,ElDorado,,0,-120.821899,38.8596,aca8bd36-2ca7-4c81-a860-0297d71b305a,https://ops.alertcalifornia.org/cam-console/2112,0.12,0,1,61.54,,,3952940484.54297,289281.800958568,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
130,,Axis-PoleMt2,Fire,Pole_Mtn_Lookout_2,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/2267,,https://ops.alertcalifornia.org/,,Sonoma,,0,-123.120003,38.505402,04d99a47-c179-423c-8029-af6d790805b4,https://ops.alertcalifornia.org/cam-console/2267,8.53,0,1,62.81,,,3979703484.58203,289687.183099136,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
131,,Axis-AnthonyPeakLookout2,Fire,Anthony_Peak_Lookout_2,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/2745,,https://ops.alertcalifornia.org/,,Mendocino,,0,-122.964586,39.84623,cfc19606-4def-4481-ab58-397ba5d508a5,https://ops.alertcalifornia.org/cam-console/2745,59.96,0,1,61.54,,,4009981440.52344,293017.160386015,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
132,,Axis-Hamaker,Fire,Hamaker,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/11122,,https://ops.alertcalifornia.org/,,Klamath,,0,-121.97329,42.077638,e908d4b8-f9e4-4f5c-bee9-df76fb79d564,https://ops.alertcalifornia.org/cam-console/11122,225.02,0,257,34.42,,,2638017305.66797,255182.492331762,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
133,,Axis-Beckworth,Fire,Beckwourth_Peak_1,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/1608,,https://ops.alertcalifornia.org/,,Plumas,,0,-120.436729,39.768833,0be0735a-9727-4bf8-a6fb-40f87aa2be3d,https://ops.alertcalifornia.org/cam-console/1608,195.89,0,1,61.54,,,3966849056.91406,290067.768679523,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
134,,Axis-Weston1,Fire,Scotts_Valley,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/2654,,https://ops.alertcalifornia.org/,,SantaCruz,,0,-122.021152,37.090163,2ed039b3-6f28-4a48-b968-1c018bc73b18,https://ops.alertcalifornia.org/cam-console/2654,277.58,0,1,61.54,,,3846277763.10547,286305.864135735,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
135,,Axis-MohawkEsmeralda,Fire,Mohawk_Esmeralda,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/12214,,https://ops.alertcalifornia.org/,,Esmeralda,,0,-117.7959,37.7341,fcd15c1e-36c9-4cb1-88f5-852672e937f6,https://ops.alertcalifornia.org/cam-console/12214,275.82,0,1,61.54,,,3878419844.16016,287756.205439724,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
136,,Axis-BallRock,Fire,Ball_Rock,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/2527,,https://ops.alertcalifornia.org/,,Tehama,,0,-122.741249,39.967667,197e9f78-7e67-4525-8d09-e6669a2e93e0,https://ops.alertcalifornia.org/cam-console/2527,19.12,0,1,61.54,,,4018595515.49219,292380.937551746,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
137,,Axis-LosAlamos1,Fire,Los_Alamos_1,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/2678,,https://ops.alertcalifornia.org/,,SantaBarbara,,0,-120.327901,34.772411,45356841-f8f0-49d7-8ca0-4bd8f0ab9a10,https://ops.alertcalifornia.org/cam-console/2678,221.67,0,1,61.54,,,3713005414.60938,279694.507383328,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
138,,Axis-MtDavid1,Fire,Mt_David_North,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/2754,,https://ops.alertcalifornia.org/,,Riverside,,0,-117.000958,33.913978,5c442b9e-313c-4f50-9685-755f87dd3ee8,https://ops.alertcalifornia.org/cam-console/2754,94.75,0,2,61.35,,,3682887626.37891,279052.693215799,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
139,,Axis-LaHabra1,Fire,Rancho_La_Habra_1,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/2292,,https://ops.alertcalifornia.org/,,LosAngeles,,0,-117.942902,33.973301,39f58971-777f-4f44-b24a-ea191e6c920d,https://ops.alertcalifornia.org/cam-console/2292,48.72,0,1,62.81,,,3754928203.875,281568.012320937,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
140,,Axis-SouthForks2,Fire,South_Forks_Lookout_2,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/2408,,https://ops.alertcalifornia.org/,,Shasta,,0,-122.526321,40.651585,bf2cf76c-0084-46e9-9803-5134e41e6012,https://ops.alertcalifornia.org/cam-console/2408,180.3,0,1,61.54,,,4019358040.26563,292109.722431693,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
141,,Axis-ChineseWall,Fire,Chinese_Wall,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/1627,,https://ops.alertcalifornia.org/,,Butte,,0,-121.414452,39.446747,d6c8b037-b2c8-4234-a02d-4b39b75ef06f,https://ops.alertcalifornia.org/cam-console/1627,138.97,0,1,61.54,,,3946224873.42969,289766.957352915,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
142,,Axis-Deadwood,Fire,Deadwood_Mtn_1,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/1931,,https://ops.alertcalifornia.org/,,Madera,,0,-119.686455,37.314125,b1543406-f844-4dc9-af8b-e275a46726dd,https://ops.alertcalifornia.org/cam-console/1931,58.53,0,1,62.81,,,3915446373.92188,288921.711363774,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
143,,Axis-AnthonyPeakLookout1,Fire,Anthony_Peak_Lookout_1,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/2746,,https://ops.alertcalifornia.org/,,Mendocino,,0,-122.964586,39.84623,46763fec-1ee2-4d36-8df7-6cb8a827edb9,https://ops.alertcalifornia.org/cam-console/2746,375.59,0,1,61.54,,,4010915907.72656,291961.004097996,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
144,,Axis-RedTower2,Fire,Crimea_Fire_Red_Tower_2,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/1914,,https://ops.alertcalifornia.org/,,Ventura,,0,-119.273468,34.296303,9ca4cb7d-36f7-45f6-b4a8-6c69b3869ee8,https://ops.alertcalifornia.org/cam-console/1914,240.27,0,1,62.81,,,3738289588.05469,281262.137435785,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
145,,Axis-WildFrontier2,Fire,Wild_Frontier_2,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/2504,,https://ops.alertcalifornia.org/,,DelNorte,,0,-123.876801,41.830299,25f7b019-59ba-443e-b904-41c24241cde3,https://ops.alertcalifornia.org/cam-console/2504,59.89,0,1,61.54,,,4133300090.75,298448.754823135,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
146,,Axis-GypsumCanyon2,Fire,Gypsum_Canyon_2,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/2004,,https://ops.alertcalifornia.org/,,Orange,,0,-117.74543,33.893887,a4477727-e66b-4882-8220-648e0896eb5a,https://ops.alertcalifornia.org/cam-console/2004,59.91,0,1,61.54,,,3705560372.46875,279720.316893397,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
147,,Axis-HeapsPeak2,Fire,Heaps_Peak_2,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/2012,,https://ops.alertcalifornia.org/,,SanBernardino,,0,-117.140511,34.234825,a6449b63-d5b0-4166-bd93-e386b8401ceb,https://ops.alertcalifornia.org/cam-console/2012,180.95,0,1,62.81,,,3735713967.85547,279531.807163874,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
148,,Axis-LakeviewBigBear1,Fire,Lakeview_Big_Bear_1,Alert California,https://ops.alertcalifornia.org/,Picture,Pan-Tilt-Zoom,https://ops.alertcalifornia.org/cam-console/2069,,https://ops.alertcalifornia.org/,,SanBernardino,,0,-116.88015,34.267384,403caf85-2395-43e1-814c-9bce660090e1,https://ops.alertcalifornia.org/cam-console/2069,173.82,0,1,62.81,,,3737006541.63281,279612.449102094,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA,3/12/2024 4:01:35 PM,Atoosa.Izadifar@CalOES.ca.gov_CalEMA
